id,female,city,age,logins,mandalorian,unsubscribe
4431,no,yes,55,10,no,stay
4432,yes,no,44,0,yes,stay
4433,yes,yes,49,10,no,stay
4434,yes,yes,51,10,no,stay
4435,no,yes,50,5,yes,unsubscribe
4436,no,yes,45,4,yes,stay
4437,yes,no,42,8,no,stay
4438,no,yes,37,10,no,stay
4439,no,yes,36,10,no,stay
4440,no,yes,49,8,yes,stay
4441,no,yes,57,4,yes,stay
4442,yes,yes,40,10,no,stay
4443,yes,yes,41,4,yes,stay
4444,yes,no,47,0,yes,unsubscribe
4445,no,yes,49,7,yes,unsubscribe
4446,yes,yes,51,5,yes,stay
4447,no,yes,50,7,yes,unsubscribe
4448,no,no,62,0,yes,unsubscribe
4449,no,yes,41,9,no,stay
4450,yes,no,57,0,yes,stay
4451,no,yes,43,0,yes,stay
4452,yes,yes,40,0,yes,stay
4453,yes,yes,51,0,yes,unsubscribe
4454,yes,yes,44,2,yes,stay
4455,yes,yes,40,0,yes,stay
4456,no,yes,42,0,yes,unsubscribe
4457,no,yes,39,9,no,stay
4458,yes,yes,52,7,yes,stay
4459,yes,no,42,0,yes,stay
4460,yes,yes,53,7,yes,stay
4461,yes,yes,66,2,yes,stay
4462,no,no,60,0,yes,stay
4463,yes,no,46,5,yes,stay
4464,no,yes,37,7,yes,stay
4465,no,yes,55,10,no,stay
4466,yes,yes,52,10,no,unsubscribe
4467,no,yes,43,5,yes,stay
4468,no,yes,37,10,no,stay
4469,no,yes,47,7,yes,unsubscribe
4470,no,yes,34,0,yes,stay
4471,no,yes,42,10,no,stay
4472,no,yes,43,3,yes,unsubscribe
4473,yes,yes,49,9,no,stay
4474,yes,yes,44,8,no,stay
4475,yes,yes,44,5,yes,stay
4476,no,no,44,0,yes,unsubscribe
4477,no,yes,56,10,no,stay
4478,yes,yes,45,0,yes,stay
4479,no,no,50,9,no,stay
4480,yes,yes,30,0,yes,stay
4481,yes,yes,48,10,no,stay
4482,yes,yes,41,10,no,unsubscribe
4483,no,yes,43,7,yes,unsubscribe
4484,no,yes,40,7,yes,unsubscribe
4485,yes,yes,49,4,yes,stay
4486,no,yes,38,0,yes,stay
4487,yes,yes,48,4,yes,stay
4488,no,yes,46,10,no,stay
4489,no,yes,49,10,no,stay
4490,yes,yes,45,3,yes,stay
4491,yes,yes,38,9,no,stay
4492,yes,yes,44,10,no,stay
4493,no,yes,36,7,yes,unsubscribe
4494,yes,yes,44,0,yes,stay
4495,no,yes,52,10,no,stay
4496,no,yes,44,7,yes,unsubscribe
4497,yes,no,40,0,yes,stay
4498,yes,yes,43,2,yes,stay
4499,no,yes,46,0,yes,stay
4500,yes,yes,48,10,no,stay
4501,no,no,43,0,yes,unsubscribe
4502,no,yes,50,10,no,unsubscribe
4503,yes,yes,35,3,yes,stay
4504,yes,no,47,0,yes,stay
4505,no,yes,46,0,yes,stay
4506,no,yes,44,9,no,stay
4507,yes,yes,58,10,no,stay
4508,yes,yes,34,5,yes,stay
4509,no,yes,31,10,no,stay
4510,yes,no,42,0,yes,stay
4511,no,yes,49,10,no,stay
4512,yes,yes,38,0,yes,unsubscribe
4513,no,yes,43,3,yes,stay
4514,no,yes,29,5,yes,stay
4515,yes,yes,38,5,yes,stay
4516,no,yes,57,4,yes,stay
4517,yes,yes,45,5,yes,stay
4518,no,yes,45,2,yes,stay
4519,yes,yes,48,3,yes,stay
4520,no,yes,58,0,yes,stay
4521,no,yes,42,0,yes,unsubscribe
4522,yes,yes,41,4,yes,stay
4523,yes,yes,51,7,yes,stay
4524,no,yes,49,10,no,stay
4525,yes,yes,41,0,yes,stay
4526,yes,yes,42,5,yes,unsubscribe
4527,yes,yes,48,0,yes,stay
4528,yes,yes,37,7,yes,stay
4529,no,yes,52,0,yes,stay
4530,yes,yes,48,8,yes,unsubscribe
4531,no,yes,40,10,no,stay
4532,no,yes,33,5,yes,unsubscribe
4533,no,yes,50,7,yes,stay
4534,no,yes,46,7,yes,stay
4535,no,yes,41,3,yes,unsubscribe
4536,no,yes,45,5,yes,stay
4537,no,yes,45,10,no,unsubscribe
4538,yes,yes,42,3,yes,stay
4539,yes,yes,43,10,no,unsubscribe
4540,no,yes,41,4,yes,stay
4541,yes,yes,47,0,yes,unsubscribe
4542,no,yes,45,10,no,unsubscribe
4543,no,yes,41,5,yes,stay
4544,yes,yes,36,2,yes,stay
4545,yes,yes,62,5,yes,stay
4546,no,yes,40,8,yes,unsubscribe
4547,yes,yes,47,7,yes,stay
4548,yes,no,43,0,yes,unsubscribe
4549,yes,no,53,5,yes,stay
4550,yes,no,54,0,yes,stay
4551,no,yes,55,8,no,stay
4552,yes,yes,47,10,no,stay
4553,yes,no,42,8,no,stay
4554,yes,yes,48,8,no,unsubscribe
4555,yes,yes,45,5,yes,unsubscribe
4556,yes,yes,37,4,yes,stay
4557,yes,yes,44,9,no,stay
4558,no,yes,52,8,no,stay
4559,no,yes,53,0,yes,stay
4560,no,yes,42,10,no,stay
4561,yes,yes,47,5,yes,unsubscribe
4562,no,yes,42,5,yes,stay
4563,no,yes,38,8,no,stay
4564,yes,yes,40,0,yes,stay
4565,yes,yes,47,2,yes,stay
4566,no,no,48,9,no,stay
4567,yes,yes,37,3,yes,stay
4568,yes,yes,45,0,yes,unsubscribe
4569,yes,yes,48,2,yes,unsubscribe
4570,yes,yes,38,5,yes,unsubscribe
4571,yes,yes,49,8,no,stay
4572,no,yes,54,7,yes,stay
4573,no,no,42,0,yes,stay
4574,yes,yes,50,0,yes,stay
4575,yes,yes,48,0,yes,unsubscribe
4576,yes,no,47,0,yes,stay
4577,no,no,35,3,yes,unsubscribe
4578,yes,yes,49,10,no,stay
4579,no,yes,46,8,no,unsubscribe
4580,yes,yes,49,10,no,stay
4581,no,yes,34,3,yes,stay
4582,no,no,51,0,yes,stay
4583,yes,yes,43,10,no,stay
4584,yes,yes,38,7,yes,unsubscribe
4585,no,yes,24,0,yes,unsubscribe
4586,no,yes,43,5,yes,stay
4587,yes,yes,61,8,no,stay
4588,yes,yes,42,0,yes,unsubscribe
4589,yes,yes,35,10,no,stay
4590,no,yes,45,5,yes,stay
4591,no,yes,39,4,yes,stay
4592,no,yes,44,4,yes,unsubscribe
4593,no,yes,45,5,yes,stay
4594,no,yes,49,9,no,stay
4595,no,yes,50,9,no,stay
4596,yes,yes,53,8,no,unsubscribe
4597,yes,yes,43,3,yes,stay
4598,yes,yes,50,5,yes,stay
4599,no,yes,34,5,yes,stay
4600,yes,no,38,0,yes,stay
4601,yes,yes,56,4,yes,unsubscribe
4602,no,yes,47,5,yes,stay
4603,yes,yes,35,5,yes,stay
4604,no,yes,38,10,no,stay
4605,yes,yes,51,2,yes,stay
4606,yes,yes,30,4,yes,stay
4607,yes,yes,55,5,yes,unsubscribe
4608,yes,yes,45,7,yes,stay
4609,yes,yes,42,10,no,unsubscribe
4610,yes,yes,53,0,yes,stay
4611,yes,yes,43,0,yes,unsubscribe
4612,yes,yes,32,7,yes,stay
4613,no,yes,43,8,no,stay
4614,yes,yes,45,7,yes,unsubscribe
4615,no,yes,51,5,yes,stay
4616,no,yes,42,0,yes,unsubscribe
4617,yes,yes,33,2,yes,stay
4618,yes,no,42,0,yes,unsubscribe
4619,yes,yes,41,7,yes,stay
4620,no,yes,45,10,no,unsubscribe
4621,no,yes,44,10,no,stay
4622,yes,yes,49,5,yes,unsubscribe
4623,yes,yes,38,5,yes,unsubscribe
4624,no,yes,46,8,no,stay
4625,no,yes,44,3,yes,stay
4626,no,yes,58,0,yes,unsubscribe
4627,no,yes,47,0,yes,unsubscribe
4628,no,yes,44,10,no,unsubscribe
4629,yes,yes,39,10,no,stay
4630,no,no,49,3,yes,stay
4631,yes,yes,41,8,no,stay
4632,yes,yes,43,9,no,stay
4633,yes,yes,58,9,no,stay
4634,no,yes,48,7,yes,stay
4635,no,no,38,0,yes,stay
4636,no,yes,53,7,yes,stay
4637,no,yes,48,5,yes,stay
4638,no,yes,42,0,yes,stay
4639,no,yes,38,0,yes,stay
4640,yes,yes,51,0,yes,stay
4641,yes,yes,50,0,yes,unsubscribe
4642,yes,yes,40,5,yes,stay
4643,yes,yes,33,0,yes,unsubscribe
4644,no,yes,45,0,yes,stay
4645,no,yes,39,5,yes,unsubscribe
4646,yes,yes,40,0,yes,unsubscribe
4647,no,yes,43,10,no,stay
4648,no,yes,43,5,yes,stay
4649,no,yes,37,4,yes,unsubscribe
4650,yes,yes,55,7,yes,stay
4651,yes,yes,40,8,no,stay
4652,yes,yes,51,10,no,stay
4653,no,yes,47,9,no,stay
4654,yes,no,55,8,no,stay
4655,yes,yes,53,4,yes,unsubscribe
4656,no,yes,41,5,yes,unsubscribe
4657,yes,yes,47,10,no,stay
4658,yes,yes,45,9,no,stay
4659,yes,yes,43,2,yes,stay
4660,no,yes,39,10,no,stay
4661,no,yes,39,9,no,stay
4662,yes,yes,37,8,yes,stay
4663,no,yes,39,10,no,stay
4664,no,no,39,9,no,stay
4665,no,yes,55,7,yes,stay
4666,yes,yes,42,3,yes,unsubscribe
4667,no,yes,41,0,yes,stay
4668,no,no,59,0,yes,stay
4669,no,no,38,3,yes,stay
4670,yes,no,55,0,yes,unsubscribe
4671,no,yes,36,0,yes,unsubscribe
4672,yes,yes,40,5,yes,unsubscribe
4673,no,yes,49,5,yes,stay
4674,yes,yes,40,10,no,stay
4675,no,no,44,0,yes,stay
4676,yes,yes,40,3,yes,stay
4677,no,yes,37,0,yes,stay
4678,yes,yes,54,5,yes,unsubscribe
4679,yes,yes,44,0,yes,unsubscribe
4680,no,yes,52,9,no,stay
4681,yes,yes,46,8,no,unsubscribe
4682,no,no,42,0,yes,stay
4683,yes,yes,40,0,yes,unsubscribe
4684,no,yes,50,5,yes,unsubscribe
4685,yes,yes,48,5,yes,unsubscribe
4686,yes,yes,53,4,yes,unsubscribe
4687,no,yes,53,10,no,stay
4688,no,no,54,0,yes,stay
4689,yes,yes,35,0,yes,stay
4690,no,yes,34,5,yes,stay
4691,no,yes,44,8,no,stay
4692,yes,yes,50,9,no,stay
4693,no,yes,62,0,yes,stay
4694,yes,yes,50,9,no,stay
4695,yes,no,47,0,yes,unsubscribe
4696,yes,no,51,0,yes,unsubscribe
4697,yes,no,41,0,yes,unsubscribe
4698,yes,yes,45,0,yes,unsubscribe
4699,no,yes,51,10,no,stay
4700,yes,yes,51,9,no,stay
4701,yes,yes,42,3,yes,stay
4702,no,yes,53,8,yes,stay
4703,no,yes,50,4,yes,stay
4704,no,yes,56,5,yes,stay
4705,no,yes,45,7,yes,stay
4706,yes,yes,47,5,yes,stay
4707,no,yes,57,5,yes,stay
4708,no,yes,48,9,no,stay
4709,yes,yes,37,3,yes,unsubscribe
4710,no,no,43,0,yes,stay
4711,no,yes,52,3,yes,stay
4712,no,yes,57,9,no,stay
4713,no,yes,43,5,yes,stay
4714,yes,yes,50,5,yes,stay
4715,no,no,37,0,yes,stay
4716,yes,yes,45,9,no,stay
4717,no,yes,44,10,no,stay
4718,yes,yes,43,0,yes,stay
4719,no,yes,37,0,yes,unsubscribe
4720,yes,no,45,0,yes,stay
4721,yes,yes,45,2,yes,stay
4722,yes,yes,55,2,yes,stay
4723,no,yes,54,4,yes,stay
4724,no,no,45,8,no,stay
4725,no,yes,57,10,no,stay
4726,no,yes,58,0,yes,unsubscribe
4727,no,yes,50,0,yes,stay
4728,no,yes,56,5,yes,stay
4729,yes,yes,36,0,yes,stay
4730,yes,yes,46,5,yes,unsubscribe
4731,yes,yes,43,3,yes,stay
4732,yes,yes,44,0,yes,stay
4733,no,yes,46,3,yes,stay
4734,yes,yes,48,10,no,unsubscribe
4735,no,yes,47,10,no,unsubscribe
4736,no,yes,56,9,no,stay
4737,yes,yes,41,5,yes,unsubscribe
4738,yes,yes,49,10,no,stay
4739,no,yes,35,4,yes,stay
4740,yes,yes,46,2,yes,unsubscribe
4741,no,yes,59,9,no,stay
4742,no,yes,32,7,yes,stay
4743,yes,yes,46,8,no,stay
4744,no,yes,44,9,no,stay
4745,no,yes,46,10,no,unsubscribe
4746,yes,no,39,0,yes,stay
4747,yes,no,47,0,yes,stay
4748,yes,yes,42,0,yes,stay
4749,yes,yes,43,3,yes,stay
4750,yes,yes,40,5,yes,stay
4751,no,no,30,2,yes,unsubscribe
4752,yes,yes,34,7,yes,stay
4753,no,yes,52,8,no,stay
4754,no,yes,55,4,yes,stay
4755,no,no,38,0,yes,stay
4756,no,yes,45,0,yes,stay
4757,yes,yes,48,9,no,stay
4758,yes,yes,46,10,no,unsubscribe
4759,no,yes,47,5,yes,unsubscribe
4760,yes,yes,51,8,yes,stay
4761,no,yes,43,8,no,stay
4762,yes,no,53,0,yes,unsubscribe
4763,yes,yes,55,10,no,stay
4764,yes,yes,38,5,yes,stay
4765,yes,no,31,0,yes,stay
4766,yes,yes,42,2,yes,unsubscribe
4767,no,yes,48,4,yes,stay
4768,no,yes,43,0,yes,stay
4769,yes,yes,44,0,yes,stay
4770,yes,yes,52,3,yes,stay
4771,yes,yes,52,8,no,stay
4772,yes,yes,49,5,yes,stay
4773,no,yes,40,0,yes,stay
4774,yes,yes,47,3,yes,stay
4775,no,yes,44,3,yes,stay
4776,yes,yes,46,10,no,stay
4777,no,yes,43,5,yes,stay
4778,yes,yes,63,10,no,stay
4779,yes,yes,42,0,yes,unsubscribe
4780,yes,yes,43,8,yes,unsubscribe
4781,yes,yes,54,5,yes,stay
4782,no,yes,63,5,yes,stay
4783,yes,yes,37,9,no,unsubscribe
4784,yes,yes,29,5,yes,stay
4785,yes,no,53,0,yes,stay
4786,yes,yes,48,3,yes,unsubscribe
4787,yes,yes,49,0,yes,unsubscribe
4788,no,yes,48,4,yes,stay
4789,yes,yes,51,0,yes,unsubscribe
4790,no,no,43,0,yes,unsubscribe
4791,yes,yes,42,7,yes,unsubscribe
4792,no,yes,59,8,no,stay
4793,no,yes,35,2,yes,stay
4794,no,yes,45,7,yes,stay
4795,yes,yes,36,10,no,stay
4796,yes,yes,46,10,no,stay
4797,yes,yes,47,3,yes,unsubscribe
4798,yes,yes,53,7,yes,unsubscribe
4799,yes,yes,44,0,yes,stay
4800,no,yes,59,9,no,stay
4801,no,yes,40,10,no,stay
4802,yes,no,53,0,yes,stay
4803,yes,yes,40,10,no,stay
4804,no,yes,55,5,yes,stay
4805,no,yes,40,0,yes,stay
4806,no,yes,40,8,no,stay
4807,yes,yes,47,3,yes,stay
4808,yes,no,41,2,yes,stay
4809,yes,yes,57,9,no,stay
4810,yes,no,43,0,yes,stay
4811,no,yes,45,10,no,stay
4812,no,yes,32,0,yes,unsubscribe
4813,no,yes,45,2,yes,stay
4814,yes,yes,47,3,yes,stay
4815,no,yes,50,5,yes,stay
4816,no,yes,55,5,yes,unsubscribe
4817,yes,yes,50,3,yes,stay
4818,yes,yes,45,10,no,stay
4819,no,yes,26,5,yes,unsubscribe
4820,no,yes,45,10,no,stay
4821,no,no,42,0,yes,unsubscribe
4822,yes,yes,43,3,yes,stay
4823,no,yes,47,3,yes,stay
4824,yes,no,41,0,yes,stay
4825,yes,yes,50,8,yes,unsubscribe
4826,yes,yes,41,7,yes,stay
4827,yes,yes,40,0,yes,stay
4828,no,yes,53,5,yes,stay
4829,yes,yes,42,9,no,stay
4830,no,yes,31,5,yes,stay
4831,no,yes,40,3,yes,unsubscribe
4832,yes,yes,45,10,no,stay
4833,yes,no,38,0,yes,unsubscribe
4834,yes,yes,51,0,yes,stay
4835,no,yes,41,0,yes,unsubscribe
4836,no,yes,41,0,yes,unsubscribe
4837,yes,yes,53,5,yes,stay
4838,yes,yes,42,5,yes,stay
4839,yes,yes,36,2,yes,stay
4840,no,yes,42,10,no,stay
4841,yes,no,41,0,yes,stay
4842,yes,yes,41,7,yes,stay
4843,yes,yes,40,0,yes,unsubscribe
4844,yes,no,49,7,no,stay
4845,no,yes,46,8,yes,unsubscribe
4846,no,yes,41,5,yes,unsubscribe
4847,no,yes,50,10,no,stay
4848,yes,yes,53,3,yes,unsubscribe
4849,no,yes,55,5,yes,stay
4850,yes,yes,46,4,yes,stay
4851,no,yes,48,3,yes,unsubscribe
4852,no,yes,46,9,no,stay
4853,yes,yes,32,9,no,stay
4854,yes,yes,29,3,yes,stay
4855,yes,no,50,8,no,stay
4856,no,yes,58,7,yes,stay
4857,yes,no,51,3,yes,stay
4858,yes,yes,52,0,yes,stay
4859,yes,yes,52,2,yes,unsubscribe
4860,no,no,36,9,no,stay
4861,no,no,47,3,yes,stay
4862,yes,yes,51,9,no,stay
4863,yes,yes,54,0,yes,stay
4864,yes,yes,44,4,yes,unsubscribe
4865,no,yes,45,10,no,stay
4866,no,yes,61,5,yes,stay
4867,yes,yes,51,3,yes,unsubscribe
4868,no,no,63,0,yes,stay
4869,no,yes,45,10,no,stay
4870,yes,yes,55,10,no,stay
4871,no,yes,55,10,no,stay
4872,yes,yes,50,5,yes,stay
4873,yes,yes,59,10,no,stay
4874,no,yes,43,9,no,stay
4875,yes,yes,47,5,yes,stay
4876,yes,yes,39,0,yes,stay
4877,yes,no,42,0,yes,unsubscribe
4878,no,yes,28,10,no,stay
4879,no,yes,53,0,yes,stay
4880,no,no,40,0,yes,unsubscribe
4881,no,yes,43,2,yes,stay
4882,yes,no,57,0,yes,stay
4883,no,yes,34,8,no,stay
4884,yes,yes,46,7,yes,unsubscribe
4885,no,no,49,0,yes,unsubscribe
4886,no,yes,58,8,no,stay
4887,no,yes,46,3,yes,stay
4888,yes,yes,42,9,no,stay
4889,yes,yes,50,5,yes,stay
4890,no,yes,46,0,yes,stay
4891,yes,yes,51,8,no,unsubscribe
4892,no,yes,51,4,yes,stay
4893,yes,no,50,0,yes,unsubscribe
4894,yes,yes,47,3,yes,stay
4895,no,yes,38,10,no,stay
4896,yes,no,37,0,yes,stay
4897,yes,yes,53,9,no,unsubscribe
4898,no,no,56,5,no,stay
4899,no,yes,41,7,yes,unsubscribe
4900,no,yes,45,7,yes,unsubscribe
4901,no,yes,49,3,yes,unsubscribe
4902,no,yes,43,5,yes,stay
4903,no,yes,44,0,yes,stay
4904,yes,no,55,0,yes,unsubscribe
4905,yes,yes,39,5,yes,stay
4906,no,yes,41,10,no,stay
4907,no,yes,36,4,yes,stay
4908,yes,yes,41,3,yes,unsubscribe
4909,yes,yes,45,8,yes,stay
4910,no,yes,56,10,no,stay
4911,yes,no,41,0,yes,stay
4912,no,no,43,0,yes,unsubscribe
4913,no,yes,50,0,yes,unsubscribe
4914,yes,yes,39,3,yes,stay
4915,yes,yes,57,3,yes,stay
4916,no,yes,44,9,no,unsubscribe
4917,no,yes,37,7,yes,unsubscribe
4918,no,yes,35,0,yes,unsubscribe
4919,no,yes,44,5,yes,stay
4920,yes,no,47,8,no,stay
4921,no,yes,46,3,yes,stay
4922,yes,yes,42,5,yes,unsubscribe
4923,no,no,46,0,yes,unsubscribe
4924,yes,yes,45,9,no,stay
4925,yes,yes,37,5,yes,stay
4926,yes,yes,51,10,no,stay
4927,yes,yes,56,10,no,stay
4928,no,yes,40,9,no,stay
4929,yes,yes,41,7,yes,stay
4930,yes,yes,48,7,yes,stay
4931,yes,yes,55,10,no,stay
4932,no,yes,51,9,no,stay
4933,no,yes,48,10,no,stay
4934,no,yes,42,3,yes,stay
4935,no,yes,32,0,yes,stay
4936,yes,yes,44,7,yes,unsubscribe
4937,no,no,50,7,no,unsubscribe
4938,yes,yes,43,9,no,stay
4939,no,yes,44,0,yes,stay
4940,no,yes,56,10,no,unsubscribe
4941,yes,no,48,8,no,stay
4942,no,yes,43,5,yes,unsubscribe
4943,no,yes,49,10,no,stay
4944,yes,no,41,0,yes,unsubscribe
4945,yes,yes,47,10,no,stay
4946,no,yes,42,0,yes,stay
4947,no,yes,53,5,yes,stay
4948,yes,yes,41,8,no,stay
4949,no,no,35,0,yes,stay
4950,yes,yes,55,2,yes,stay
4951,no,yes,43,3,yes,stay
4952,no,yes,45,10,no,stay
4953,yes,yes,45,4,yes,stay
4954,yes,yes,41,10,no,stay
4955,no,yes,50,8,no,unsubscribe
4956,no,yes,53,0,yes,stay
4957,yes,yes,46,3,yes,stay
4958,yes,no,42,0,yes,unsubscribe
4959,no,yes,58,8,no,stay
4960,yes,yes,41,0,yes,unsubscribe
4961,no,yes,46,5,yes,stay
4962,yes,yes,47,0,yes,stay
4963,yes,yes,61,3,yes,stay
4964,no,no,41,0,yes,unsubscribe
4965,yes,yes,46,7,yes,unsubscribe
4966,yes,yes,51,8,yes,stay
4967,yes,yes,48,10,no,stay
4968,no,yes,46,10,no,stay
4969,yes,no,36,0,yes,unsubscribe
4970,yes,yes,37,10,no,stay
4971,yes,yes,30,0,yes,unsubscribe
4972,yes,yes,46,0,yes,unsubscribe
4973,no,yes,44,4,yes,stay
4974,no,yes,38,0,yes,stay
4975,yes,yes,46,7,yes,stay
4976,no,yes,51,2,yes,stay
4977,yes,yes,48,5,yes,stay
4978,yes,yes,40,0,yes,unsubscribe
4979,yes,yes,51,0,yes,stay
4980,yes,yes,42,0,yes,stay
4981,yes,yes,38,3,yes,stay
4982,no,yes,44,3,yes,unsubscribe
4983,no,yes,55,3,yes,stay
4984,no,yes,51,10,no,unsubscribe
4985,yes,yes,41,0,yes,stay
4986,no,yes,43,8,no,stay
4987,yes,yes,44,10,no,stay
4988,no,yes,52,0,yes,unsubscribe
4989,no,yes,50,10,no,stay
4990,yes,yes,37,3,yes,stay
4991,yes,no,50,0,yes,stay
4992,no,yes,50,8,no,unsubscribe
4993,yes,yes,47,3,yes,unsubscribe
4994,yes,yes,41,0,yes,stay
4995,yes,yes,45,10,no,stay
4996,no,yes,50,0,yes,unsubscribe
4997,no,yes,47,9,no,stay
4998,no,yes,37,5,yes,unsubscribe
4999,yes,yes,35,5,yes,stay
5000,yes,yes,49,4,yes,stay
